context;influencer;regular_node_set_unique;regular_node_set_grouped;new_activations
0.00019812749932675012 0.0025062522171024116 0.004511425399442581 0.001998542735028019 0.001306302914689339 -0.008864587518566624 -0.004049958191176417 -0.0021423328248495466 0.0035817875114720456 0.004827306854149893;2;[0, 4, 5];[0, 4, 5];3
0.00019812749932675012 0.0025062522171024116 0.004511425399442581 0.001998542735028019 0.001306302914689339 -0.008864587518566624 -0.004049958191176417 -0.0021423328248495466 0.0035817875114720456 0.004827306854149893;3;[0, 4, 5];[0, 4, 5];3
0.00019812749932675012 0.0025062522171024116 0.004511425399442581 0.001998542735028019 0.001306302914689339 -0.008864587518566624 -0.004049958191176417 -0.0021423328248495466 0.0035817875114720456 0.004827306854149893;4;[0, 4, 5];[0, 4, 5];3
0.00019812749932675012 0.0025062522171024116 0.004511425399442581 0.001998542735028019 0.001306302914689339 -0.008864587518566624 -0.004049958191176417 -0.0021423328248495466 0.0035817875114720456 0.004827306854149893;5;[0, 4, 5];[0, 4, 5];3
0.00019812749932675012 0.0025062522171024116 0.004511425399442581 0.001998542735028019 0.001306302914689339 -0.008864587518566624 -0.004049958191176417 -0.0021423328248495466 0.0035817875114720456 0.004827306854149893;6;[0, 4, 5];[0, 4, 5];3
0.00019812749932675012 0.0025062522171024116 0.004511425399442581 0.001998542735028019 0.001306302914689339 -0.008864587518566624 -0.004049958191176417 -0.0021423328248495466 0.0035817875114720456 0.004827306854149893;7;[0, 4, 5];[0, 4, 5];3
0.00019812749932675012 0.0025062522171024116 0.004511425399442581 0.001998542735028019 0.001306302914689339 -0.008864587518566624 -0.004049958191176417 -0.0021423328248495466 0.0035817875114720456 0.004827306854149893;8;[0, 4, 5];[0, 4, 5];3
0.00019812749932675012 0.0025062522171024116 0.004511425399442581 0.001998542735028019 0.001306302914689339 -0.008864587518566624 -0.004049958191176417 -0.0021423328248495466 0.0035817875114720456 0.004827306854149893;9;[0, 4, 5];[0, 4, 5];3
-0.0025550241097601623 0.002352113655347865 0.006258612191631796 0.003327876547717956 0.002399851278084153 -0.007204898888307776 -0.00192633119744674 -0.00836954658853326 0.005236275913933874 0.006117735295762627;0;[9, 2, 4];[9, 2, 4];3
-0.0025550241097601623 0.002352113655347865 0.006258612191631796 0.003327876547717956 0.002399851278084153 -0.007204898888307776 -0.00192633119744674 -0.00836954658853326 0.005236275913933874 0.006117735295762627;1;[9, 2, 4];[9, 2, 4];3
-0.0025550241097601623 0.002352113655347865 0.006258612191631796 0.003327876547717956 0.002399851278084153 -0.007204898888307776 -0.00192633119744674 -0.00836954658853326 0.005236275913933874 0.006117735295762627;2;[9, 2, 4];[9, 2, 4];3
-0.0025550241097601623 0.002352113655347865 0.006258612191631796 0.003327876547717956 0.002399851278084153 -0.007204898888307776 -0.00192633119744674 -0.00836954658853326 0.005236275913933874 0.006117735295762627;3;[9, 2, 4];[9, 2, 4];3
-0.0025550241097601623 0.002352113655347865 0.006258612191631796 0.003327876547717956 0.002399851278084153 -0.007204898888307776 -0.00192633119744674 -0.00836954658853326 0.005236275913933874 0.006117735295762627;4;[9, 2, 4];[9, 2, 4];3
-0.0025550241097601623 0.002352113655347865 0.006258612191631796 0.003327876547717956 0.002399851278084153 -0.007204898888307776 -0.00192633119744674 -0.00836954658853326 0.005236275913933874 0.006117735295762627;5;[9, 2, 4];[9, 2, 4];3
-0.0025550241097601623 0.002352113655347865 0.006258612191631796 0.003327876547717956 0.002399851278084153 -0.007204898888307776 -0.00192633119744674 -0.00836954658853326 0.005236275913933874 0.006117735295762627;6;[9, 2, 4];[9, 2, 4];3
-0.0025550241097601623 0.002352113655347865 0.006258612191631796 0.003327876547717956 0.002399851278084153 -0.007204898888307776 -0.00192633119744674 -0.00836954658853326 0.005236275913933874 0.006117735295762627;7;[9, 2, 4];[9, 2, 4];3
-0.0025550241097601623 0.002352113655347865 0.006258612191631796 0.003327876547717956 0.002399851278084153 -0.007204898888307776 -0.00192633119744674 -0.00836954658853326 0.005236275913933874 0.006117735295762627;8;[9, 2, 4];[9, 2, 4];3
-0.0025550241097601623 0.002352113655347865 0.006258612191631796 0.003327876547717956 0.002399851278084153 -0.007204898888307776 -0.00192633119744674 -0.00836954658853326 0.005236275913933874 0.006117735295762627;9;[9, 2, 4];[9, 2, 4];3
-0.002294702906701618 0.0011034288519858437 0.0059909262773541585 0.0026270292431584295 0.004150345034582448 -0.002179853421855871 -0.0006578195124918862 -0.011898207268019333 -0.006675898382107403 0.007988324824365489;0;[2];[2];1
-0.002294702906701618 0.0011034288519858437 0.0059909262773541585 0.0026270292431584295 0.004150345034582448 -0.002179853421855871 -0.0006578195124918862 -0.011898207268019333 -0.006675898382107403 0.007988324824365489;1;[2];[2];1
-0.002294702906701618 0.0011034288519858437 0.0059909262773541585 0.0026270292431584295 0.004150345034582448 -0.002179853421855871 -0.0006578195124918862 -0.011898207268019333 -0.006675898382107403 0.007988324824365489;2;[2];[2];1
-0.002294702906701618 0.0011034288519858437 0.0059909262773541585 0.0026270292431584295 0.004150345034582448 -0.002179853421855871 -0.0006578195124918862 -0.011898207268019333 -0.006675898382107403 0.007988324824365489;3;[2];[2];1
-0.002294702906701618 0.0011034288519858437 0.0059909262773541585 0.0026270292431584295 0.004150345034582448 -0.002179853421855871 -0.0006578195124918862 -0.011898207268019333 -0.006675898382107403 0.007988324824365489;4;[2];[2];1
-0.002294702906701618 0.0011034288519858437 0.0059909262773541585 0.0026270292431584295 0.004150345034582448 -0.002179853421855871 -0.0006578195124918862 -0.011898207268019333 -0.006675898382107403 0.007988324824365489;5;[2];[2];1
-0.002294702906701618 0.0011034288519858437 0.0059909262773541585 0.0026270292431584295 0.004150345034582448 -0.002179853421855871 -0.0006578195124918862 -0.011898207268019333 -0.006675898382107403 0.007988324824365489;6;[2];[2];1
-0.002294702906701618 0.0011034288519858437 0.0059909262773541585 0.0026270292431584295 0.004150345034582448 -0.002179853421855871 -0.0006578195124918862 -0.011898207268019333 -0.006675898382107403 0.007988324824365489;7;[2];[2];1
-0.002294702906701618 0.0011034288519858437 0.0059909262773541585 0.0026270292431584295 0.004150345034582448 -0.002179853421855871 -0.0006578195124918862 -0.011898207268019333 -0.006675898382107403 0.007988324824365489;8;[2];[2];1
-0.002294702906701618 0.0011034288519858437 0.0059909262773541585 0.0026270292431584295 0.004150345034582448 -0.002179853421855871 -0.0006578195124918862 -0.011898207268019333 -0.006675898382107403 0.007988324824365489;9;[2];[2];1
-7.584650935088533e-07 0.004576442168900607 0.005657151623836865 0.0038919609337907833 0.002652978497719083 0.004422841014584744 -0.0005553319289429259 -0.007850440575611217 -0.010414506194949746 0.009522106986991696;0;[0, 2, 3, 7, 8, 9];[0, 2, 3, 7, 8, 9];6
-7.584650935088533e-07 0.004576442168900607 0.005657151623836865 0.0038919609337907833 0.002652978497719083 0.004422841014584744 -0.0005553319289429259 -0.007850440575611217 -0.010414506194949746 0.009522106986991696;1;[0, 2, 3, 7, 8, 9];[0, 2, 3, 7, 8, 9];6
-7.584650935088533e-07 0.004576442168900607 0.005657151623836865 0.0038919609337907833 0.002652978497719083 0.004422841014584744 -0.0005553319289429259 -0.007850440575611217 -0.010414506194949746 0.009522106986991696;2;[0, 2, 3, 7, 8, 9];[0, 2, 3, 7, 8, 9];6
-7.584650935088533e-07 0.004576442168900607 0.005657151623836865 0.0038919609337907833 0.002652978497719083 0.004422841014584744 -0.0005553319289429259 -0.007850440575611217 -0.010414506194949746 0.009522106986991696;3;[0, 2, 3, 7, 8, 9];[0, 2, 3, 7, 8, 9];6
-7.584650935088533e-07 0.004576442168900607 0.005657151623836865 0.0038919609337907833 0.002652978497719083 0.004422841014584744 -0.0005553319289429259 -0.007850440575611217 -0.010414506194949746 0.009522106986991696;4;[0, 2, 3, 7, 8, 9];[0, 2, 3, 7, 8, 9];6
-7.584650935088533e-07 0.004576442168900607 0.005657151623836865 0.0038919609337907833 0.002652978497719083 0.004422841014584744 -0.0005553319289429259 -0.007850440575611217 -0.010414506194949746 0.009522106986991696;5;[0, 2, 3, 7, 8, 9];[0, 2, 3, 7, 8, 9];6
-7.584650935088533e-07 0.004576442168900607 0.005657151623836865 0.0038919609337907833 0.002652978497719083 0.004422841014584744 -0.0005553319289429259 -0.007850440575611217 -0.010414506194949746 0.009522106986991696;6;[0, 2, 3, 7, 8, 9];[0, 2, 3, 7, 8, 9];6
-7.584650935088533e-07 0.004576442168900607 0.005657151623836865 0.0038919609337907833 0.002652978497719083 0.004422841014584744 -0.0005553319289429259 -0.007850440575611217 -0.010414506194949746 0.009522106986991696;7;[0, 2, 3, 7, 8, 9];[0, 2, 3, 7, 8, 9];6
-7.584650935088533e-07 0.004576442168900607 0.005657151623836865 0.0038919609337907833 0.002652978497719083 0.004422841014584744 -0.0005553319289429259 -0.007850440575611217 -0.010414506194949746 0.009522106986991696;8;[0, 2, 3, 7, 8, 9];[0, 2, 3, 7, 8, 9];6
-7.584650935088533e-07 0.004576442168900607 0.005657151623836865 0.0038919609337907833 0.002652978497719083 0.004422841014584744 -0.0005553319289429259 -0.007850440575611217 -0.010414506194949746 0.009522106986991696;9;[0, 2, 3, 7, 8, 9];[0, 2, 3, 7, 8, 9];6
-0.0052217176644318904 0.00021783197693083788 -0.0002757216248176819 -0.00431801616822014 -0.002741443464571236 0.0068913555042723115 -0.001673496521440798 -0.009733951093165438 -0.00960332419266865 0.008152193293082899;0;[8, 9];[8, 9];2
-0.0052217176644318904 0.00021783197693083788 -0.0002757216248176819 -0.00431801616822014 -0.002741443464571236 0.0068913555042723115 -0.001673496521440798 -0.009733951093165438 -0.00960332419266865 0.008152193293082899;1;[8, 9];[8, 9];2
-0.0052217176644318904 0.00021783197693083788 -0.0002757216248176819 -0.00431801616822014 -0.002741443464571236 0.0068913555042723115 -0.001673496521440798 -0.009733951093165438 -0.00960332419266865 0.008152193293082899;2;[8, 9];[8, 9];2
-0.0052217176644318904 0.00021783197693083788 -0.0002757216248176819 -0.00431801616822014 -0.002741443464571236 0.0068913555042723115 -0.001673496521440798 -0.009733951093165438 -0.00960332419266865 0.008152193293082899;3;[8, 9];[8, 9];2
-0.0052217176644318904 0.00021783197693083788 -0.0002757216248176819 -0.00431801616822014 -0.002741443464571236 0.0068913555042723115 -0.001673496521440798 -0.009733951093165438 -0.00960332419266865 0.008152193293082899;4;[8, 9];[8, 9];2
-0.0052217176644318904 0.00021783197693083788 -0.0002757216248176819 -0.00431801616822014 -0.002741443464571236 0.0068913555042723115 -0.001673496521440798 -0.009733951093165438 -0.00960332419266865 0.008152193293082899;5;[8, 9];[8, 9];2
-0.0052217176644318904 0.00021783197693083788 -0.0002757216248176819 -0.00431801616822014 -0.002741443464571236 0.0068913555042723115 -0.001673496521440798 -0.009733951093165438 -0.00960332419266865 0.008152193293082899;6;[8, 9];[8, 9];2
-0.0052217176644318904 0.00021783197693083788 -0.0002757216248176819 -0.00431801616822014 -0.002741443464571236 0.0068913555042723115 -0.001673496521440798 -0.009733951093165438 -0.00960332419266865 0.008152193293082899;7;[8, 9];[8, 9];2
-0.0052217176644318904 0.00021783197693083788 -0.0002757216248176819 -0.00431801616822014 -0.002741443464571236 0.0068913555042723115 -0.001673496521440798 -0.009733951093165438 -0.00960332419266865 0.008152193293082899;8;[8, 9];[8, 9];2
-0.0052217176644318904 0.00021783197693083788 -0.0002757216248176819 -0.00431801616822014 -0.002741443464571236 0.0068913555042723115 -0.001673496521440798 -0.009733951093165438 -0.00960332419266865 0.008152193293082899;9;[8, 9];[8, 9];2
-0.0022095349336915815 0.005239481243249577 0.002262156248283875 -0.004597169900032805 -0.0016832967036134016 0.016672129887206122 0.0023199774462997038 -0.005072735105620984 -0.01236867884528261 0.008699358994885165;0;[1, 5, 6, 9];[1, 5, 6, 9];4
-0.0022095349336915815 0.005239481243249577 0.002262156248283875 -0.004597169900032805 -0.0016832967036134016 0.016672129887206122 0.0023199774462997038 -0.005072735105620984 -0.01236867884528261 0.008699358994885165;1;[1, 5, 6, 9];[1, 5, 6, 9];4
-0.0022095349336915815 0.005239481243249577 0.002262156248283875 -0.004597169900032805 -0.0016832967036134016 0.016672129887206122 0.0023199774462997038 -0.005072735105620984 -0.01236867884528261 0.008699358994885165;2;[1, 5, 6, 9];[1, 5, 6, 9];4
-0.0022095349336915815 0.005239481243249577 0.002262156248283875 -0.004597169900032805 -0.0016832967036134016 0.016672129887206122 0.0023199774462997038 -0.005072735105620984 -0.01236867884528261 0.008699358994885165;3;[1, 5, 6, 9];[1, 5, 6, 9];4
-0.0022095349336915815 0.005239481243249577 0.002262156248283875 -0.004597169900032805 -0.0016832967036134016 0.016672129887206122 0.0023199774462997038 -0.005072735105620984 -0.01236867884528261 0.008699358994885165;4;[1, 5, 6, 9];[1, 5, 6, 9];4
-0.0022095349336915815 0.005239481243249577 0.002262156248283875 -0.004597169900032805 -0.0016832967036134016 0.016672129887206122 0.0023199774462997038 -0.005072735105620984 -0.01236867884528261 0.008699358994885165;5;[1, 5, 6, 9];[1, 5, 6, 9];4
-0.0022095349336915815 0.005239481243249577 0.002262156248283875 -0.004597169900032805 -0.0016832967036134016 0.016672129887206122 0.0023199774462997038 -0.005072735105620984 -0.01236867884528261 0.008699358994885165;6;[1, 5, 6, 9];[1, 5, 6, 9];4
-0.0022095349336915815 0.005239481243249577 0.002262156248283875 -0.004597169900032805 -0.0016832967036134016 0.016672129887206122 0.0023199774462997038 -0.005072735105620984 -0.01236867884528261 0.008699358994885165;7;[1, 5, 6, 9];[1, 5, 6, 9];4
-0.0022095349336915815 0.005239481243249577 0.002262156248283875 -0.004597169900032805 -0.0016832967036134016 0.016672129887206122 0.0023199774462997038 -0.005072735105620984 -0.01236867884528261 0.008699358994885165;8;[1, 5, 6, 9];[1, 5, 6, 9];4
-0.0022095349336915815 0.005239481243249577 0.002262156248283875 -0.004597169900032805 -0.0016832967036134016 0.016672129887206122 0.0023199774462997038 -0.005072735105620984 -0.01236867884528261 0.008699358994885165;9;[1, 5, 6, 9];[1, 5, 6, 9];4
-0.0018511047586826867 0.004714986180459069 -0.0006984457749930284 -0.0013851386759863304 0.0007180182553895964 0.011227343250918075 5.270441913884927e-05 -0.007076693068829076 -0.0019203054975456268 0.006057703913317969;0;[9, 6];[9, 6];2
-0.0018511047586826867 0.004714986180459069 -0.0006984457749930284 -0.0013851386759863304 0.0007180182553895964 0.011227343250918075 5.270441913884927e-05 -0.007076693068829076 -0.0019203054975456268 0.006057703913317969;1;[9, 6];[9, 6];2
-0.0018511047586826867 0.004714986180459069 -0.0006984457749930284 -0.0013851386759863304 0.0007180182553895964 0.011227343250918075 5.270441913884927e-05 -0.007076693068829076 -0.0019203054975456268 0.006057703913317969;2;[9, 6];[9, 6];2
-0.0018511047586826867 0.004714986180459069 -0.0006984457749930284 -0.0013851386759863304 0.0007180182553895964 0.011227343250918075 5.270441913884927e-05 -0.007076693068829076 -0.0019203054975456268 0.006057703913317969;3;[9, 6];[9, 6];2
-0.0018511047586826867 0.004714986180459069 -0.0006984457749930284 -0.0013851386759863304 0.0007180182553895964 0.011227343250918075 5.270441913884927e-05 -0.007076693068829076 -0.0019203054975456268 0.006057703913317969;4;[9, 6];[9, 6];2
-0.0018511047586826867 0.004714986180459069 -0.0006984457749930284 -0.0013851386759863304 0.0007180182553895964 0.011227343250918075 5.270441913884927e-05 -0.007076693068829076 -0.0019203054975456268 0.006057703913317969;5;[9, 6];[9, 6];2
-0.0018511047586826867 0.004714986180459069 -0.0006984457749930284 -0.0013851386759863304 0.0007180182553895964 0.011227343250918075 5.270441913884927e-05 -0.007076693068829076 -0.0019203054975456268 0.006057703913317969;6;[9, 6];[9, 6];2
-0.0018511047586826867 0.004714986180459069 -0.0006984457749930284 -0.0013851386759863304 0.0007180182553895964 0.011227343250918075 5.270441913884927e-05 -0.007076693068829076 -0.0019203054975456268 0.006057703913317969;7;[9, 6];[9, 6];2
-0.0018511047586826867 0.004714986180459069 -0.0006984457749930284 -0.0013851386759863304 0.0007180182553895964 0.011227343250918075 5.270441913884927e-05 -0.007076693068829076 -0.0019203054975456268 0.006057703913317969;8;[9, 6];[9, 6];2
-0.0018511047586826867 0.004714986180459069 -0.0006984457749930284 -0.0013851386759863304 0.0007180182553895964 0.011227343250918075 5.270441913884927e-05 -0.007076693068829076 -0.0019203054975456268 0.006057703913317969;9;[9, 6];[9, 6];2
0.0009971615265705225 0.005542810284463839 0.0027580761614546035 0.0003227926047465468 -0.0005417401744772565 0.007871831053708233 0.002323181355949733 -0.00914383770067131 0.012393709566680244 0.003188071094243661;0;[8, 2, 3, 6];[8, 2, 3, 6];4
0.0009971615265705225 0.005542810284463839 0.0027580761614546035 0.0003227926047465468 -0.0005417401744772565 0.007871831053708233 0.002323181355949733 -0.00914383770067131 0.012393709566680244 0.003188071094243661;1;[8, 2, 3, 6];[8, 2, 3, 6];4
0.0009971615265705225 0.005542810284463839 0.0027580761614546035 0.0003227926047465468 -0.0005417401744772565 0.007871831053708233 0.002323181355949733 -0.00914383770067131 0.012393709566680244 0.003188071094243661;2;[8, 2, 3, 6];[8, 2, 3, 6];4
0.0009971615265705225 0.005542810284463839 0.0027580761614546035 0.0003227926047465468 -0.0005417401744772565 0.007871831053708233 0.002323181355949733 -0.00914383770067131 0.012393709566680244 0.003188071094243661;3;[8, 2, 3, 6];[8, 2, 3, 6];4
0.0009971615265705225 0.005542810284463839 0.0027580761614546035 0.0003227926047465468 -0.0005417401744772565 0.007871831053708233 0.002323181355949733 -0.00914383770067131 0.012393709566680244 0.003188071094243661;4;[8, 2, 3, 6];[8, 2, 3, 6];4
0.0009971615265705225 0.005542810284463839 0.0027580761614546035 0.0003227926047465468 -0.0005417401744772565 0.007871831053708233 0.002323181355949733 -0.00914383770067131 0.012393709566680244 0.003188071094243661;5;[8, 2, 3, 6];[8, 2, 3, 6];4
0.0009971615265705225 0.005542810284463839 0.0027580761614546035 0.0003227926047465468 -0.0005417401744772565 0.007871831053708233 0.002323181355949733 -0.00914383770067131 0.012393709566680244 0.003188071094243661;6;[8, 2, 3, 6];[8, 2, 3, 6];4
0.0009971615265705225 0.005542810284463839 0.0027580761614546035 0.0003227926047465468 -0.0005417401744772565 0.007871831053708233 0.002323181355949733 -0.00914383770067131 0.012393709566680244 0.003188071094243661;7;[8, 2, 3, 6];[8, 2, 3, 6];4
0.0009971615265705225 0.005542810284463839 0.0027580761614546035 0.0003227926047465468 -0.0005417401744772565 0.007871831053708233 0.002323181355949733 -0.00914383770067131 0.012393709566680244 0.003188071094243661;8;[8, 2, 3, 6];[8, 2, 3, 6];4
